26.22,91.44
26.24,91.43
27.23,95.37
27.28,95.2
27.28,94.53
27.28,94.54
27.28,94.54
27.24,94.55
26.46,94.14
26.46,94.14
24.5,92.46
24.55,92.38
24.57,92.36
24.58,92.34
26.445,94.1
